NN Length,NN Time (ms),Two-Opt Length,Two-Opt Time (ms)
11255.0702449622,21,9619.32895966694,117076,
11255.0702449622,12,9619.32895966694,116690,
11255.0702449622,11,9619.32895966694,122643,
11255.0702449622,12,9619.32895966694,119365,
11255.0702449622,11,9619.32895966694,119161,
11255.0702449622,12,9619.32895966694,119004,
