NN Length,NN Time (ms),Two-Opt Length,Two-Opt Time (ms)
54033.5767732834,10,45464.8073904071,6722,
54033.5767732834,1,45464.8073904071,6564,
54033.5767732834,1,45464.8073904071,6521,
54033.5767732834,1,45464.8073904071,6483,
54033.5767732834,2,45464.8073904071,6503,
54033.5767732834,2,45464.8073904071,6492,
