NN Length,NN Time (ms),Two-Opt Length,Two-Opt Time (ms)
315596.587394243,30,276051.472648643,248491,
315596.587394243,19,276051.472648643,274687,
315596.587394243,18,276051.472648643,268887,
315596.587394243,18,276051.472648643,252976,
315596.587394243,18,276051.472648643,274536,
315596.587394243,19,276051.472648643,257077,
