NN Length,NN Time (ms),Two-Opt Length,Two-Opt Time (ms)
188815.010320682,66,166349.170336657,694283,
188815.010320682,43,166349.170336657,664661,
188815.010320682,43,166349.170336657,662367,
188815.010320682,47,166349.170336657,661535,
188815.010320682,44,166349.170336657,661888,
188815.010320682,46,166349.170336657,662361,
