NN Length,NN Time (ms),Two-Opt Length,Two-Opt Time (ms)
54669.0264149634,6,46254.1832122262,985,
54669.0264149634,0,46254.1832122262,848,
54669.0264149634,0,46254.1832122262,823,
54669.0264149634,0,46254.1832122262,827,
54669.0264149634,0,46254.1832122262,826,
54669.0264149634,0,46254.1832122262,832,
